Site,Date,ID,Sector,Unit,Layer,Level
VB,2009,140,,H18,C,2
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2009,981,,G17,C,4
VB,2009,1597,,J16,C,3
VB,2009,1597,,J16,C,3
VB,2009,501,,J14,B,5
VB,2009,501,,J14,B,5
VB,2009,1224,,H16,C,6
VB,2009,1224,,H16,C,6
VB,2009,1224,,H16,C,6
VB,2009,1510,,H17,C,6
VB,2009,1510,,H17,C,6
VB,2009,1510,,H17,C,6
VB,2009,397,,H18,C,2
VB,2009,397,,H18,C,2
VB,2009,397,,H18,C,2
VB,2009,397,,H18,C,2
VB,2009,397,,H18,C,2
VB,2009,49,,H18,C,2
VB,2009,49,,H18,C,2
VB,2009,49,,H18,C,2
VB,2009,49,,H18,C,2
VB,2009,49,,H18,C,2
VB,2009,1144,,K16,C,2
VB,2009,1144,,K16,C,2
VB,2009,1144,,K16,C,2
VB,2009,1366,,K14,C,6
VB,2009,1366,,K14,C,6
VB,2009,1366,,K14,C,6
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,414,,G17,C,2
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,139,,J14,B,4
VB,2009,2308,,I18,C,7
VB,2009,2308,,I18,C,7
VB,2009,2244,,I16,C,6
VB,2009,2244,,I16,C,6
VB,2009,2244,,I16,C,6
VB,2009,2244,,I16,C,6
VB,2009,2244,,I16,C,6
VB,2009,1840,,I16,C,4
VB,2009,1840,,I16,C,4
VB,2009,1840,,I16,C,4
VB,2009,1840,,I16,C,4
VB,2009,1840,,I16,C,4
VB,2009,1840,,I16,C,4
VB,2009,1840,,I16,C,4
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,588,,H17,C,3
VB,2009,544,,j14,b,6
VB,2009,544,,J14,B,6
VB,2009,1159,,G17,C,5
VB,2009,1159,,G17,C,5
VB,2009,1159,,G17,C,5
VB,2009,1159,,G17,C,5
VB,2009,830,,J17,C,1
VB,2009,830,,J17,C,1
VB,2009,830,,J17,C,1
VB,2009,830,,J17,C,1
VB,2009,740,,J14,B,6
VB,2009,740,,J14,B,6
VB,2009,740,,J14,B,6
VB,2009,740,,J14,B,6
VB,2009,740,,J14,B,6
VB,2009,632,,G18,C,4
VB,2009,632,,G18,C,4
VB,2009,800,,G17,C,3
VB,2009,800,,G17,C,3
VB,2009,800,,G17,C,3
VB,2009,800,,G17,C,3
VB,2009,800,,G17,C,3
VB,2009,1578,,k15,c,3
VB,2009,1578,,K15,C,3
VB,2009,1230,,I16,C,4
VB,2009,1230,,I16,C,4
VB,2009,1230,,I16,C,4
VB,2009,59,,J14,B,4
VB,2009,59,,J14,B,4
VB,2009,59,,J14,B,4
VB,2009,59,,J14,B,4
VB,2009,1500,,H15,C,6
VB,2009,1385,,I16,C,4
VB,2009,1385,,I16,C,4
VB,2009,1385,,I16,C,4
VB,2009,1385,,I16,C,4
VB,2009,1385,,I16,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2009,897,,H17,C,4
VB,2008,191,,H18,B,6
VB,2008,191,,H18,B,6
VB,2008,191,,H18,B,6
VB,2008,191,,H18,B,6
VB,2008,191,,H18,B,6
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,6032,,J16,C,1
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,1677,,H17,B,7
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2008,3439,,H18,B,8
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2009,1665,,I18,C,5
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2006,2300,,J16,B,1
VB,2008,114,,G18,B,5
VB,2008,114,,G18,B,5
VB,2008,114,,G18,B,5
VB,2008,114,,G18,B,5
VB,2008,114,,G18,B,5
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1185,,H17,B,7
VB,2008,1436,,G18,C,1
VB,2008,1436,,G18,C,1
VB,2008,1436,,G18,C,1
VB,2008,1436,,G18,C,1
VB,2008,1436,,G18,C,1
VB,2008,1436,,G18,C,1
VB,2009,1096,,J16,C,2
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2008,82,,H18,B,5
VB,2009,1174,,J16,C,2
VB,2009,3086,,I16,D,5
VB,2009,3086,,I16,D,5
VB,2009,3086,,I16,D,5
VB,2009,3086,,I16,D,5
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,895,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,499,,H18,B,6
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,5578,,J17,C,1
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2008,2749,,K15,B,4
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2009,,,I17,C,5
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2008,2972,,H17,B,8
VB,2009,170,,G17,C,2
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,4555,,G18,C,1
VB,2008,580,,G17,B,7
VB,2008,580,,G17,B,7
VB,2008,580,,G17,B,7
VB,2008,580,,G17,B,7
VB,2008,580,,G17,B,7
VB,2008,580,,G17,B,7
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2008,4052,,G18,C,1
VB,2009,836,,G17,C,3
VB,2008,4080,,J15,B,6
VB,2008,4080,,J15,B,6
VB,2008,4080,,J15,B,6
VB,2008,4080,,J15,B,6
VB,2008,4080,,J15,B,6
VB,2008,4080,,J15,B,6
VB,2008,4080,,J15,B,6
VB,2008,4080,,J15,B,6
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
VB,2008,5180,,G17,C,1
